sample_index,state,main_lobe_energy,side_lobe_energy,total_energy,main_lobe_ratio,side_lobe_ratio,peak_intensity,max_side_lobe_intensity,strehl_ratio,synthesis_efficiency,peak_to_sidelobe_ratio,phase_rmse_rad
31,baseline_compensated,38673768.53125,78195855.45176053,116869623.98301053,0.330913775652021,0.669086224347979,3509307.0,3509307.0,0.2745900523373402,0.48879682540169944,1.0,1.5494390726089478
31,physics_compensated,39057327.71484375,77931730.00631438,116989057.72115813,0.3338545371306124,0.6661454628693876,4020213.0,3134207.0,0.3145665221302255,0.49364462064934383,1.2826890502127013,1.6229692697525024
31,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
32,before,50452162.2109375,67738008.8414399,118190171.0523774,0.426872740446234,0.573127259553766,4741082.0,2058052.25,0.37097180569144317,0.6376636583381019,2.3036742628861826,1.6099903583526611
32,baseline_compensated,60436387.625,58916805.68117443,119353193.30617443,0.5063659040103243,0.4936340959896757,7244142.0,2370830.5,0.5668268210558735,0.7638540419451524,3.055529275500716,0.8297039866447449
32,physics_compensated,55258069.74609375,63528216.66758904,118786286.41368279,0.4651889659522908,0.5348110340477091,6086949.0,2362239.5,0.47628082823324386,0.6984054074764177,2.576770475643981,0.9925061464309692
32,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
33,before,44656716.486328125,72951358.37116006,117608074.85748819,0.37970791155659156,0.6202920884434084,5669560.0,2178251.25,0.44362171138908346,0.5644151599486082,2.602803510384764,1.7404614686965942
33,baseline_compensated,54133431.78125,64503316.15654841,118636747.93779841,0.45629564803674755,0.5437043519632524,5727389.5,2837044.75,0.4481466519062973,0.6841911354305565,2.018787155190273,0.9549735188484192
33,physics_compensated,52717730.078125,65747293.47248727,118465023.55061227,0.4450067074489898,0.5549932925510103,5329253.5,2725898.5,0.41699400978140505,0.6662981158339759,1.9550447311226005,0.9889228940010071
33,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
34,before,28712963.21484375,87192067.5533612,115905030.76820496,0.24772836023197264,0.7522716397680274,3045206.0,3045206.0,0.23827589746864047,0.3629024478426688,1.0,1.823204755783081
34,baseline_compensated,62194367.0625,57077880.09753719,119272247.16003719,0.5214487740727213,0.4785512259272788,6763956.5,1347718.0,0.5292541146563957,0.7860731015508157,5.018821815839813,1.030622959136963
34,physics_compensated,55460418.46362305,63190699.574364945,118651118.03798799,0.46742432250715527,0.5325756774928447,5221846.5,2321945.0,0.4085898166596871,0.7009628880248289,2.248910503909438,1.1000361442565918
34,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
35,before,39234776.181640625,77525441.87912482,116760218.06076545,0.3360286305839348,0.6639713694160652,2859928.25,2451521.0,0.2237786115174699,0.4958873875307928,1.1665934128241202,1.7262481451034546
35,baseline_compensated,73566504.79101562,47374091.91314058,120940596.7041562,0.6082862727308461,0.39171372726915393,11224281.0,876700.5,0.8782577036545999,0.9298052753429222,12.802868254324025,0.46031275391578674
35,physics_compensated,75406431.28564453,45708378.58302078,121114809.86866531,0.6226028952810468,0.3773971047189531,11445804.0,1023596.1875,0.8955910438736017,0.9530600618222997,11.18195255099072,0.42615821957588196
35,ideal,79120334.91516113,42485201.56443155,121605536.47959268,0.6506310255737309,0.3493689744262691,12780168.0,945604.1875,1.0,1.0,13.515346239940376,0.0
36,before,30853014.85546875,85445832.79467955,116298847.6501483,0.2652908044994666,0.7347091955005334,4132516.25,3463627.25,0.32335382836907933,0.38995050878578447,1.1931180671938644,2.406717300415039
36,baseline_compensated,67775826.1171875,52599785.26567444,120375611.38286194,0.5630361942804375,0.4369638057195625,10412771.0,1126716.625,0.814760103310066,0.8566170275929939,9.241694645270721,0.8708764314651489
